ID;Fecha_de_Venta;Año_del_vehiculo;Marca;Modelo;Version;Tipo_de_Combustible;transmisión;Kilometraje;Precio_de_Venta (ARS);Provincia;Ciudad;Tipo_de_Vendedor;Patente;Color;Numero_de_dueños;Fecha_de_Publicacion
2362;44743;2013;Renault;Duster;Full;Diésel;Manual;91320;9649498;Tucuman;Alderetes;Agencia;KEW400;Azul;4;44713
2363;44178;2011;Chevrolet;S10;XEI 1.8 CVT;Diésel;Manual;205433;7324744;Cordoba;Rio cuarto;Agencia;ZYE869;Azul;4;44127
2364;43916;2009;Peugeot;2008;Pack Seguridad;Diésel;Automatica;204847;11634347;Buenos Aires;La mantaza ;Agencia;EFQ683;Plateado;4;43893
2365;44131;2018;Volkswagen;T-Cross;Full;Hibrido;Manual;179277;5053539;Buenos Aires;La mantaza ;Agencia;HDN016;Azul;4;44097
2366;44838;2010;Chevrolet;Onix;Limited;Nafta;Automatica;136412;2698286;Cordoba;Rio cuarto;Particular;VUD491;Blanco;3;44803
2367;44534;2016;Chevrolet;Cruze;Highline;Hibrido;Automatica;132333;11402523;Cordoba;Rio cuarto;Agencia;LCP283;Blanco;1;44513
2368;44469;2015;Chevrolet;Tracker;XEI 1.8 CVT;Hibrido;Automatica;208518;5340723;Buenos Aires;La mantaza ;Agencia;RBF534;Azul;2;44417
2369;44515;2020;Chevrolet;Onix;Highline;Nafta;Manual;53415;6898299;Tucuman;Alderetes;Agencia;DTC462;Azul;3;44469
2370;45206;2017;Ford;EcoSport;Pack Seguridad;Diésel;Automatica;172795;4429563;Buenos Aires;La mantaza ;Agencia;MIW662;Blanco;4;45155
2371;43861;2023;Volkswagen;Gol;Full;Nafta;Automatica;31216;4070158;Santa Fe;Rafaela;Agencia;DKK776;Azul;4;43810
2372;44917;2011;Volkswagen;Gol;Pack Seguridad;Diésel;Automatica;193315;5370278;Santa Fe;Rafaela;Agencia;HRI406;Blanco;2;44884
2373;44239;2012;Volkswagen;Gol;Full;Diésel;Automatica;192248;1646117;Mendoza;Godoy Cruz;Particular;OFI337;Rojo;4;44214
2374;45277;2019;Renault;Logan;Base;Electrico;Automatica;123904;11902678;Tucuman;Alderetes;Particular;ZGD235;Blanco;2;45264
2375;44677;2014;Volkswagen;Vento;Base;Hibrido;Manual;121975;8893377;Mendoza;Godoy Cruz;Agencia;RGF032;Blanco;4;44630
2376;44767;2017;Toyota;Yaris;XEI 1.8 CVT;Hibrido;Automatica;189836;10995034;Buenos Aires;La mantaza ;Agencia;WBP613;Blanco;4;44751
2377;45112;2022;Chevrolet;S10;XEI 1.8 CVT;Electrico;Manual;25054;9982362;Santa Fe;Rafaela;Agencia;KWY778;Rojo;4;45065
2378;44019;2014;Renault;Duster;Full;Hibrido;Automatica;48954;9749024;Cordoba;Rio cuarto;Particular;STQ718;Gris;1;43994
2379;44751;2017;Peugeot;Partner;Highline;Hibrido;Manual;56435;5894756;Tucuman;Alderetes;Agencia;DJZ295;Plateado;4;44692
2380;44287;2019;Volkswagen;T-Cross;Full;Electrico;Manual;72286;3828517;Tucuman;Alderetes;Particular;DPC644;Blanco;1;44243
2381;44149;2023;Renault;Duster;Limited;Nafta;Manual;104703;5643416;Tucuman;Alderetes;Particular;GJD678;Blanco;2;44132
2382;44981;2015;Toyota;Corolla;Full;Hibrido;Manual;229703;6383707;Santa Fe;Rafaela;Agencia;EAK822;Blanco;2;44942
2383;44823;2011;Chevrolet;S10;XEI 1.8 CVT;Nafta;Manual;209114;2562609;Santa Fe;Rafaela;Particular;GOM982;Azul;3;44812
2384;44236;2009;Ford;EcoSport;Base;Electrico;Automatica;45927;9916588;Santa Fe;Rafaela;Particular;VFY985;Gris;1;44223
2385;44966;2013;Volkswagen;Gol;Limited;Hibrido;Automatica;193962;3365946;Buenos Aires;La mantaza ;Agencia;PHG638;Rojo;1;44922
2386;44106;2014;Ford;Focus;Full;Electrico;Manual;20087;7056821;Tucuman;Alderetes;Agencia;KWC053;Rojo;2;44061
2387;44978;2015;Peugeot;208;Limited;Nafta;Manual;191041;7522419;Santa Fe;Rafaela;Agencia;ZRH986;Plateado;2;44959
2388;44535;2011;Ford;Ranger;Highline;Electrico;Automatica;112381;8226354;Salta;Cafayate;Particular;PZH067;Blanco;1;44496
2389;45042;2009;Toyota;Yaris;Base;Electrico;Automatica;158069;2673547;Tucuman;Alderetes;Agencia;YIJ050;Plateado;4;44988
2390;43962;2010;Toyota;Yaris;Limited;Nafta;Manual;192604;2936878;Buenos Aires;La mantaza ;Agencia;RKF355;Rojo;2;43916
2391;44442;2008;Renault;Logan;Highline;Electrico;Automatica;50789;8383823;Cordoba;Rio cuarto;Particular;GRQ587;Azul;4;44412
2392;44460;2008;Volkswagen;Gol;Full;Nafta;Manual;35037;5158122;Buenos Aires;La mantaza ;Particular;EKI182;Rojo;1;44455
2393;44339;2009;Peugeot;2008;Pack Seguridad;Electrico;Automatica;31605;6684424;Tucuman;Alderetes;Particular;LIX908;Rojo;3;44309
2394;44890;2019;Renault;Sandero;Pack Seguridad;Diésel;Manual;195403;5230643;Mendoza;Godoy Cruz;Particular;ISY699;Gris;4;44851
2395;44680;2017;Ford;EcoSport;Highline;Hibrido;Manual;25080;2042355;Cordoba;Rio cuarto;Agencia;ZCM205;Blanco;2;44660
2396;44905;2018;Chevrolet;Tracker;Base;Electrico;Manual;183120;5514417;Mendoza;Godoy Cruz;Particular;TSQ869;Azul;3;44847
2397;44619;2011;Peugeot;2008;Full;Hibrido;Automatica;49709;8881264;Salta;Cafayate;Particular;VVN249;Blanco;4;44584
2398;44626;2014;Toyota;Hilux;XEI 1.8 CVT;Nafta;Automatica;237108;6382938;Santa Fe;Rafaela;Particular;COI145;Azul;2;44621
2399;44619;2011;Volkswagen;Vento;Pack Seguridad;Nafta;Automatica;140622;2359976;Tucuman;Alderetes;Agencia;WLP071;Blanco;2;44575
2400;45221;2013;Ford;Ka;Limited;Electrico;Manual;140483;5481383;Cordoba;Rio cuarto;Agencia;IXQ673;Rojo;3;45209
2401;44121;2011;Chevrolet;Tracker;XEI 1.8 CVT;Electrico;Automatica;230269;8392596;Cordoba;Rio cuarto;Agencia;XEN746;Gris;1;44097
2402;43929;2018;Volkswagen;Vento;Full;Electrico;Manual;85791;6469591;Cordoba;Rio cuarto;Particular;YIJ987;Rojo;1;43907
2403;45162;2022;Renault;Sandero;Highline;Electrico;Automatica;248180;10838686;Mendoza;Godoy Cruz;Particular;UHK722;Plateado;4;45157
2404;44135;2009;Peugeot;2008;Base;Electrico;Manual;226852;11248346;Buenos Aires;La mantaza ;Particular;RHA085;Gris;2;44078
2405;44450;2020;Toyota;Yaris;Limited;Hibrido;Automatica;65353;4674507;Salta;Cafayate;Particular;SRB350;Gris;2;44394
2406;44861;2011;Toyota;Yaris;Base;Electrico;Manual;20436;10016545;Tucuman;Alderetes;Particular;VRD669;Gris;1;44833
2407;44715;2021;Peugeot;Partner;Pack Seguridad;Diésel;Manual;214964;8702917;Buenos Aires;La mantaza ;Agencia;ILX124;Blanco;1;44694
2408;44990;2009;Chevrolet;Onix;Highline;Hibrido;Automatica;161835;9304762;Tucuman;Alderetes;Agencia;HZD442;Gris;1;44948
2409;44753;2022;Toyota;Corolla;Highline;Nafta;Manual;134895;2135213;Buenos Aires;La mantaza ;Agencia;SLO259;Negro;4;44744
2410;44214;2017;Volkswagen;Amarok;XEI 1.8 CVT;Electrico;Automatica;231686;5966872;Cordoba;Rio cuarto;Agencia;YZO894;Blanco;1;44198
2411;45176;2015;Volkswagen;T-Cross;Limited;Nafta;Manual;148139;10148331;Cordoba;Rio cuarto;Particular;ZKQ915;Rojo;4;45166
2412;43954;2018;Volkswagen;Gol;Full;Hibrido;Manual;75553;3477360;Tucuman;Alderetes;Particular;LVY857;Blanco;4;43915
2413;44091;2020;Peugeot;208;Pack Seguridad;Hibrido;Automatica;192897;9188687;Mendoza;Godoy Cruz;Agencia;VHM933;Blanco;3;44084
2414;45045;2010;Ford;EcoSport;Pack Seguridad;Hibrido;Manual;124343;2912823;Tucuman;Alderetes;Particular;JTZ381;Plateado;3;44992
2415;44404;2019;Peugeot;Partner;Base;Electrico;Manual;79871;6381776;Buenos Aires;La mantaza ;Particular;YJU784;Negro;2;44386
2416;43855;2017;Chevrolet;Onix;XEI 1.8 CVT;Diésel;Manual;214187;6073867;Salta;Cafayate;Particular;OAM744;Negro;1;43836
2417;44307;2010;Toyota;Etios;Base;Electrico;Automatica;181131;7007994;Cordoba;Rio cuarto;Agencia;HEM891;Plateado;3;44251
2418;44583;2018;Peugeot;308;Highline;Nafta;Automatica;52750;7988586;Salta;Cafayate;Particular;LPR385;Azul;1;44528
2419;45063;2022;Toyota;Hilux;Highline;Nafta;Automatica;19624;7761696;Mendoza;Godoy Cruz;Particular;TFU536;Gris;3;45053
2420;44287;2019;Volkswagen;Vento;Base;Nafta;Manual;56293;6447134;Cordoba;Rio cuarto;Particular;GNU553;Blanco;1;44251
2421;44100;2013;Volkswagen;Vento;Limited;Diésel;Automatica;198261;1752924;Mendoza;Godoy Cruz;Particular;UHG367;Negro;1;44066
2422;44200;2016;Ford;Ranger;Highline;Hibrido;Manual;81753;9724238;Santa Fe;Rafaela;Particular;NRJ500;Azul;4;44156
2423;44913;2017;Volkswagen;Vento;Full;Hibrido;Automatica;196608;3313056;Buenos Aires;La mantaza ;Agencia;LDY105;Gris;1;44898
2424;44787;2014;Ford;Ranger;XEI 1.8 CVT;Electrico;Manual;143167;7871456;Salta;Cafayate;Agencia;JDM987;Blanco;4;44758
2425;44968;2010;Volkswagen;Amarok;Highline;Diésel;Automatica;138997;3173646;Santa Fe;Rafaela;Agencia;XIP704;Gris;1;44956
2426;45143;2014;Toyota;Hilux;XEI 1.8 CVT;Nafta;Automatica;67033;8112022;Cordoba;Rio cuarto;Agencia;JZZ225;Plateado;3;45091
2427;45036;2017;Ford;EcoSport;Full;Electrico;Manual;242487;2709313;Santa Fe;Rafaela;Particular;GAY059;Rojo;2;45011
2428;45002;2018;Chevrolet;Cruze;Full;Nafta;Automatica;104875;2675254;Tucuman;Alderetes;Agencia;KIF744;Rojo;3;44989
2429;44927;2014;Chevrolet;S10;Highline;Nafta;Manual;157675;10549608;Santa Fe;Rafaela;Particular;OVU548;Negro;3;44892
2430;44744;2009;Renault;Kwid;Base;Hibrido;Automatica;132572;7826588;Tucuman;Alderetes;Particular;LGI594;Gris;1;44726
2431;44304;2011;Volkswagen;Vento;Pack Seguridad;Diésel;Automatica;102278;2066946;Cordoba;Rio cuarto;Agencia;IAC650;Plateado;2;44286
2432;43897;2022;Peugeot;308;Highline;Nafta;Manual;234433;2953850;Tucuman;Alderetes;Agencia;LPO453;Blanco;1;43845
2433;43944;2019;Volkswagen;T-Cross;Base;Electrico;Automatica;68476;11899299;Buenos Aires;La mantaza ;Agencia;ENA155;Blanco;1;43904
2434;44334;2009;Chevrolet;Tracker;Pack Seguridad;Diésel;Manual;85812;8122284;Santa Fe;Rafaela;Particular;OOB083;Plateado;4;44307
2435;44694;2017;Volkswagen;Amarok;Pack Seguridad;Diésel;Manual;139391;3706462;Buenos Aires;La mantaza ;Particular;SHH144;Blanco;1;44677
2436;44789;2020;Toyota;Hilux;XEI 1.8 CVT;Electrico;Automatica;240959;7420690;Tucuman;Alderetes;Particular;JFS997;Gris;2;44747
2437;45286;2018;Renault;Sandero;XEI 1.8 CVT;Nafta;Automatica;13372;3112426;Salta;Cafayate;Agencia;PAJ774;Azul;1;45278
2438;44991;2018;Toyota;Corolla;XEI 1.8 CVT;Diésel;Manual;205559;5138807;Mendoza;Godoy Cruz;Agencia;XSN582;Plateado;3;44984
2439;43939;2017;Renault;Logan;XEI 1.8 CVT;Nafta;Automatica;223816;10733030;Cordoba;Rio cuarto;Particular;VIM281;Blanco;2;43934
2440;45130;2021;Volkswagen;Gol;Pack Seguridad;Nafta;Automatica;191534;8471120;Santa Fe;Rafaela;Agencia;PAO392;Plateado;1;45100
2441;44304;2023;Renault;Logan;XEI 1.8 CVT;Hibrido;Automatica;213319;8492916;Cordoba;Rio cuarto;Agencia;HPA601;Azul;1;44260
2442;44238;2022;Renault;Sandero;Limited;Electrico;Manual;145054;11072045;Santa Fe;Rafaela;Agencia;WBI387;Gris;4;44232
2443;44087;2013;Renault;Sandero;XEI 1.8 CVT;Nafta;Manual;63259;1876757;Tucuman;Alderetes;Particular;LYL817;Plateado;4;44073
2444;45228;2012;Toyota;Corolla;Full;Nafta;Automatica;245598;2114591;Tucuman;Alderetes;Agencia;VXJ754;Gris;3;45169
2445;44806;2023;Volkswagen;Amarok;Base;Nafta;Automatica;72400;8921310;Salta;Cafayate;Agencia;KCU262;Gris;4;44795
2446;44052;2009;Chevrolet;Tracker;Full;Electrico;Automatica;149307;1619233;Santa Fe;Rafaela;Agencia;PUG768;Negro;3;44002
2447;44440;2019;Volkswagen;Amarok;Full;Diésel;Manual;204929;5585512;Tucuman;Alderetes;Particular;PEL271;Plateado;1;44415
2448;43929;2023;Peugeot;Partner;Highline;Hibrido;Automatica;164882;7666522;Buenos Aires;La mantaza ;Agencia;YTU337;Plateado;2;43913
2449;44168;2014;Volkswagen;T-Cross;Full;Nafta;Manual;181492;7178555;Buenos Aires;La mantaza ;Particular;JKK522;Negro;1;44156
2450;45244;2022;Volkswagen;Amarok;Full;Hibrido;Manual;171586;7135402;Buenos Aires;La mantaza ;Particular;UBZ621;Gris;3;45194
2451;44338;2012;Volkswagen;Amarok;Base;Diésel;Manual;177561;7136261;Buenos Aires;La mantaza ;Agencia;JJP438;Rojo;2;44278
2452;45223;2021;Ford;EcoSport;Pack Seguridad;Diésel;Automatica;203510;8928068;Salta;Cafayate;Particular;INU539;Plateado;3;45163
2453;44694;2010;Renault;Logan;XEI 1.8 CVT;Diésel;Manual;56324;6285662;Salta;Cafayate;Particular;UPD617;Azul;1;44669
2454;44976;2021;Ford;Ranger;Base;Electrico;Automatica;73731;4584222;Salta;Cafayate;Agencia;PBK264;Negro;1;44936
2455;44347;2023;Renault;Kwid;Base;Electrico;Manual;236910;9738686;Mendoza;Godoy Cruz;Agencia;TUH979;Plateado;4;44312
2456;44111;2022;Toyota;Yaris;Limited;Electrico;Automatica;71470;9952213;Santa Fe;Rafaela;Agencia;LKL970;Blanco;2;44091
2457;44514;2021;Ford;Focus;Highline;Diésel;Manual;58816;3483890;Tucuman;Alderetes;Agencia;QMD053;Gris;1;44455
2458;45011;2008;Peugeot;Partner;XEI 1.8 CVT;Nafta;Automatica;174187;3346771;Buenos Aires;La mantaza ;Agencia;TUI137;Azul;2;44971
2459;44731;2018;Peugeot;2008;Full;Electrico;Manual;53009;10656892;Buenos Aires;La mantaza ;Agencia;IYX201;Azul;4;44676
2460;44447;2016;Ford;EcoSport;Full;Electrico;Automatica;204467;8885486;Salta;Cafayate;Particular;CQW320;Gris;1;44389
2461;44691;2008;Renault;Duster;Full;Nafta;Automatica;97205;7284620;Salta;Cafayate;Agencia;GKC788;Rojo;3;44678
2462;44373;2014;Renault;Sandero;XEI 1.8 CVT;Nafta;Automatica;52231;2636621;Cordoba;Rio cuarto;Particular;LPO585;Negro;2;44342
2463;44662;2018;Ford;EcoSport;Pack Seguridad;Diésel;Automatica;131424;4764503;Santa Fe;Rafaela;Agencia;RTP030;Rojo;1;44639
2464;45264;2011;Peugeot;Partner;XEI 1.8 CVT;Nafta;Automatica;127141;2840234;Salta;Cafayate;Particular;UHD199;Plateado;2;45216
2465;43934;2018;Volkswagen;T-Cross;Highline;Electrico;Manual;137444;9470726;Salta;Cafayate;Particular;BXJ391;Rojo;4;43917
2466;44829;2016;Peugeot;208;Limited;Diésel;Automatica;228437;10766351;Santa Fe;Rafaela;Agencia;FTM950;Blanco;3;44818
2467;44573;2022;Renault;Duster;Limited;Nafta;Automatica;196643;2390340;Cordoba;Rio cuarto;Particular;NMA830;Gris;2;44554
2468;44726;2009;Renault;Sandero;Limited;Diésel;Manual;194640;10567728;Buenos Aires;La mantaza ;Agencia;FFM139;Azul;4;44685
2469;44009;2012;Volkswagen;T-Cross;Highline;Nafta;Automatica;84966;4782683;Santa Fe;Rafaela;Particular;HNK022;Gris;2;43955
2470;44014;2023;Renault;Sandero;Highline;Hibrido;Manual;73180;4603156;Buenos Aires;La mantaza ;Particular;HMX720;Negro;1;43986
2471;44989;2019;Renault;Kwid;Highline;Diésel;Automatica;116470;4083301;Mendoza;Godoy Cruz;Agencia;GIL166;Plateado;4;44956
2472;43896;2023;Ford;Ka;Limited;Nafta;Manual;68373;8511694;Santa Fe;Rafaela;Agencia;UVQ072;Gris;2;43890
2473;44984;2010;Ford;Ka;Full;Nafta;Manual;37746;2002366;Salta;Cafayate;Particular;CSK393;Rojo;3;44975
2474;44129;2010;Renault;Logan;Full;Electrico;Automatica;171764;3535628;Buenos Aires;La mantaza ;Particular;AQL538;Azul;4;44106
2475;44538;2017;Renault;Logan;XEI 1.8 CVT;Nafta;Automatica;47719;5371947;Tucuman;Alderetes;Particular;WYS812;Blanco;1;44529
2476;44104;2012;Renault;Sandero;Pack Seguridad;Nafta;Manual;196775;11583963;Mendoza;Godoy Cruz;Particular;RZO408;Rojo;3;44074
2477;44646;2017;Ford;Focus;Full;Electrico;Automatica;15888;9465388;Santa Fe;Rafaela;Agencia;IJM095;Blanco;4;44604
2478;44276;2014;Ford;EcoSport;XEI 1.8 CVT;Hibrido;Automatica;137524;5779169;Cordoba;Rio cuarto;Particular;SXW093;Gris;3;44247
2479;44951;2012;Ford;EcoSport;XEI 1.8 CVT;Electrico;Automatica;210251;4121522;Buenos Aires;La mantaza ;Agencia;TQK103;Negro;1;44924
2480;44757;2008;Renault;Logan;Highline;Hibrido;Automatica;118950;6803931;Tucuman;Alderetes;Particular;XGO970;Azul;3;44727
2481;44535;2013;Toyota;Etios;Highline;Nafta;Manual;135488;6079652;Santa Fe;Rafaela;Particular;WJU436;Negro;1;44502
2482;44669;2017;Peugeot;208;Limited;Electrico;Automatica;204404;4162482;Salta;Cafayate;Agencia;BQE423;Negro;3;44632
2483;45210;2008;Renault;Sandero;Base;Diésel;Manual;241011;6234185;Tucuman;Alderetes;Particular;BHX270;Rojo;3;45152
2484;44785;2017;Renault;Sandero;Highline;Nafta;Automatica;173096;8883922;Tucuman;Alderetes;Particular;RDK387;Plateado;1;44732
2485;44761;2021;Chevrolet;Tracker;Limited;Hibrido;Automatica;182283;5197213;Tucuman;Alderetes;Agencia;LBA166;Azul;1;44737
2486;44185;2019;Toyota;Yaris;Pack Seguridad;Diésel;Manual;79260;10743307;Santa Fe;Rafaela;Agencia;VUQ481;Blanco;3;44128
2487;45173;2008;Toyota;Etios;XEI 1.8 CVT;Nafta;Manual;164982;5324643;Salta;Cafayate;Agencia;CPD034;Rojo;3;45160
2488;44024;2009;Volkswagen;Amarok;XEI 1.8 CVT;Nafta;Automatica;191145;5676632;Salta;Cafayate;Agencia;KXO567;Gris;4;44016
2489;44532;2018;Peugeot;2008;XEI 1.8 CVT;Nafta;Manual;151842;4360560;Salta;Cafayate;Particular;XCL491;Gris;1;44474
2490;44882;2010;Toyota;Corolla;Full;Diésel;Manual;125634;4367219;Mendoza;Godoy Cruz;Particular;PQE462;Azul;1;44853
2491;45138;2016;Peugeot;Partner;Limited;Hibrido;Automatica;114802;6663394;Mendoza;Godoy Cruz;Particular;AHC476;Blanco;2;45098
2492;44693;2009;Renault;Duster;Highline;Hibrido;Automatica;249043;11079793;Buenos Aires;La mantaza ;Particular;CNB181;Gris;3;44683
2493;45083;2017;Chevrolet;Onix;Pack Seguridad;Electrico;Automatica;229224;4972683;Mendoza;Godoy Cruz;Particular;ZRW317;Plateado;1;45051
2494;43970;2014;Ford;Focus;Highline;Electrico;Automatica;201023;4175341;Santa Fe;Rafaela;Agencia;IAH680;Negro;2;43945
2495;43982;2017;Toyota;Corolla;Full;Nafta;Manual;157259;5170740;Buenos Aires;La mantaza ;Particular;BUG129;Negro;3;43964
2496;44363;2010;Renault;Logan;Highline;Hibrido;Manual;112682;9855053;Buenos Aires;La mantaza ;Agencia;CAC138;Gris;1;44312
2497;43988;2012;Chevrolet;S10;Base;Nafta;Automatica;148692;11337469;Cordoba;Rio cuarto;Agencia;FDS735;Negro;4;43975
2498;44391;2018;Chevrolet;S10;Base;Hibrido;Manual;212819;2865909;Santa Fe;Rafaela;Agencia;LHT436;Gris;3;44341
2499;44136;2020;Volkswagen;Amarok;XEI 1.8 CVT;Electrico;Manual;37617;10897406;Tucuman;Alderetes;Agencia;WIH962;Negro;1;44101
2500;44881;2021;Chevrolet;Onix;Highline;Hibrido;Automatica;17043;5895617;Santa Fe;Rafaela;Particular;QFB669;Blanco;1;44832
2501;44148;2019;Renault;Kwid;XEI 1.8 CVT;Hibrido;Automatica;226199;9447984;Salta;Cafayate;Agencia;QZX053;Rojo;4;44117
2502;44142;2012;Peugeot;208;Pack Seguridad;Nafta;Automatica;34796;11061037;Santa Fe;Rafaela;Agencia;ZBJ746;Plateado;4;44092
2503;43953;2020;Chevrolet;S10;Base;Hibrido;Manual;215322;8742167;Salta;Cafayate;Agencia;ISE183;Azul;3;43898
2504;43860;2013;Peugeot;308;Base;Electrico;Manual;246016;2652471;Salta;Cafayate;Agencia;BGT466;Rojo;1;43818
2505;44344;2010;Chevrolet;S10;Pack Seguridad;Hibrido;Automatica;77931;6538535;Cordoba;Rio cuarto;Agencia;CLF110;Plateado;3;44290
2506;44866;2019;Chevrolet;Tracker;Limited;Diésel;Manual;231799;7042344;Buenos Aires;La mantaza ;Agencia;VPQ400;Gris;2;44835
2507;44740;2015;Chevrolet;Cruze;XEI 1.8 CVT;Hibrido;Automatica;65357;5408298;Mendoza;Godoy Cruz;Agencia;WST819;Negro;2;44693
2508;44811;2008;Renault;Kwid;Full;Hibrido;Automatica;224335;8514380;Mendoza;Godoy Cruz;Agencia;QTE053;Negro;3;44767
2509;44322;2012;Renault;Logan;Full;Hibrido;Automatica;16696;10559435;Mendoza;Godoy Cruz;Agencia;GCZ499;Negro;1;44316
2510;44746;2009;Chevrolet;Cruze;Full;Diésel;Manual;126599;11465740;Buenos Aires;La mantaza ;Agencia;YMH976;Plateado;1;44710
2511;44596;2017;Ford;EcoSport;Pack Seguridad;Diésel;Manual;88144;2359397;Mendoza;Godoy Cruz;Agencia;LCR137;Plateado;1;44579
2512;44017;2011;Chevrolet;Tracker;Highline;Nafta;Manual;237690;3446906;Buenos Aires;La mantaza ;Particular;GAY984;Rojo;1;44003
2513;43985;2021;Volkswagen;Vento;XEI 1.8 CVT;Electrico;Automatica;105122;11562360;Tucuman;Alderetes;Agencia;FEK740;Rojo;4;43975
2514;44244;2009;Renault;Sandero;XEI 1.8 CVT;Diésel;Automatica;175623;7346953;Tucuman;Alderetes;Particular;LNV256;Azul;3;44226
2515;44901;2021;Renault;Sandero;Limited;Nafta;Automatica;40209;2570842;Buenos Aires;La mantaza ;Particular;CZA919;Rojo;1;44843
2516;43935;2022;Renault;Duster;Full;Hibrido;Automatica;212687;8807206;Buenos Aires;La mantaza ;Agencia;NDD620;Negro;1;43890
2517;44631;2019;Volkswagen;Gol;Limited;Nafta;Manual;70414;6027990;Salta;Cafayate;Agencia;ADK211;Rojo;4;44601
2518;44857;2011;Volkswagen;Vento;XEI 1.8 CVT;Electrico;Automatica;210117;5132511;Salta;Cafayate;Particular;ZFP418;Negro;4;44819
2519;44404;2012;Ford;Ranger;Highline;Diésel;Manual;199052;2440252;Salta;Cafayate;Particular;BUI117;Blanco;1;44364
2520;44613;2020;Chevrolet;S10;Pack Seguridad;Electrico;Manual;121647;5527450;Mendoza;Godoy Cruz;Agencia;IZQ801;Rojo;2;44559
2521;44303;2020;Toyota;Hilux;Limited;Hibrido;Automatica;204971;6934069;Buenos Aires;La mantaza ;Particular;HGV175;Negro;4;44262
2522;45271;2016;Volkswagen;T-Cross;XEI 1.8 CVT;Nafta;Automatica;87858;2992413;Mendoza;Godoy Cruz;Particular;CAI785;Azul;4;45254
2523;44099;2017;Peugeot;Partner;Base;Nafta;Manual;201086;3885996;Buenos Aires;La mantaza ;Agencia;CAE048;Azul;3;44090
2524;44328;2013;Ford;Focus;Full;Nafta;Automatica;181814;8429463;Salta;Cafayate;Agencia;YKF123;Blanco;3;44315
2525;44296;2016;Peugeot;308;XEI 1.8 CVT;Nafta;Automatica;161308;4489785;Tucuman;Alderetes;Particular;FRL128;Gris;4;44276
2526;44251;2009;Chevrolet;Tracker;Full;Electrico;Automatica;181600;5663696;Santa Fe;Rafaela;Agencia;JDU688;Rojo;3;44245
2527;44999;2017;Ford;Ranger;Highline;Hibrido;Manual;102730;4336505;Santa Fe;Rafaela;Particular;CLW704;Plateado;3;44947
2528;44187;2010;Peugeot;2008;Limited;Nafta;Automatica;183733;7612093;Buenos Aires;La mantaza ;Particular;HWB196;Plateado;3;44159
2529;43899;2023;Toyota;Hilux;Pack Seguridad;Nafta;Automatica;27404;4162871;Cordoba;Rio cuarto;Particular;SRZ327;Negro;3;43849
2530;44904;2016;Chevrolet;Cruze;Full;Diésel;Automatica;219254;10939843;Mendoza;Godoy Cruz;Particular;XDL651;Blanco;1;44847
2531;45070;2017;Renault;Kwid;Limited;Electrico;Manual;75982;10387280;Mendoza;Godoy Cruz;Particular;ASO409;Blanco;2;45016
2532;44270;2020;Chevrolet;Onix;Base;Hibrido;Manual;144042;11774031;Cordoba;Rio cuarto;Agencia;NBB834;Blanco;1;44264
2533;44243;2019;Ford;Ka;Highline;Hibrido;Manual;45245;6311864;Mendoza;Godoy Cruz;Particular;CAJ421;Rojo;4;44213
2534;44702;2012;Toyota;Corolla;XEI 1.8 CVT;Nafta;Manual;116657;4498001;Cordoba;Rio cuarto;Particular;WLW622;Rojo;1;44679
2535;44208;2011;Peugeot;308;Full;Nafta;Automatica;77671;7480863;Salta;Cafayate;Particular;AGK882;Blanco;2;44157
2536;45057;2013;Volkswagen;T-Cross;XEI 1.8 CVT;Hibrido;Manual;196827;9545265;Buenos Aires;La mantaza ;Particular;SGO868;Blanco;3;45009
2537;44784;2019;Volkswagen;T-Cross;XEI 1.8 CVT;Hibrido;Automatica;146644;6798577;Buenos Aires;La mantaza ;Particular;EJW246;Gris;4;44765
2538;44649;2018;Ford;Ka;Pack Seguridad;Nafta;Automatica;49491;2709263;Santa Fe;Rafaela;Agencia;BNE916;Negro;1;44620
2539;43969;2019;Ford;Focus;Pack Seguridad;Nafta;Automatica;164330;1671289;Salta;Cafayate;Particular;WUP319;Azul;2;43925
2540;44386;2021;Ford;Ka;Limited;Electrico;Manual;219584;2189595;Salta;Cafayate;Particular;NEU613;Gris;4;44380
2541;44464;2017;Chevrolet;S10;Highline;Diésel;Manual;152236;8881793;Buenos Aires;La mantaza ;Particular;QUJ230;Blanco;3;44429
2542;44624;2016;Volkswagen;Amarok;XEI 1.8 CVT;Hibrido;Manual;115752;1556347;Mendoza;Godoy Cruz;Agencia;XRW502;Negro;2;44568
2543;44300;2018;Volkswagen;T-Cross;XEI 1.8 CVT;Hibrido;Manual;116744;8999658;Cordoba;Rio cuarto;Agencia;GBU419;Blanco;4;44251
2544;44841;2017;Volkswagen;Vento;Pack Seguridad;Hibrido;Manual;61238;7832607;Salta;Cafayate;Agencia;YKA440;Azul;1;44798
2545;44455;2013;Toyota;Hilux;Pack Seguridad;Diésel;Manual;69770;9989545;Buenos Aires;La mantaza ;Particular;ISQ718;Negro;2;44425
2546;44754;2020;Chevrolet;S10;Pack Seguridad;Diésel;Automatica;86914;9132044;Salta;Cafayate;Particular;DJJ806;Plateado;1;44721
2547;43981;2010;Ford;EcoSport;Limited;Hibrido;Automatica;188430;5695063;Tucuman;Alderetes;Particular;HGY746;Gris;4;43966
