tipo_de_carretera;numeros_de_carriles;curvatura;limite_de_velocidad;iluminacion;clima;seniales_presentes;carretera_publica;momento_del_dia;feriado;temporada_escolar;nro_accidentes_reportados;riesgo_de_accidente
rural;2;0,09;25;luz;lluvioso;si;si;mañana;no;no;1;0,13
rural;3;0,84;35;luz;neblina;si;si;tarde;no;si;2;0,43
urban;3;0,15;25;poca_luz;lluvioso;no;si;mañana;no;si;2;0,08
rural;2;0,36;25;noche;despejado;si;no;tarde;si;no;1;0,31
urban;3;0,15;45;luz;despejado;si;no;mañana;no;si;1;0,09
rural;4;0,52;45;luz;despejado;no;si;noche;si;si;2;0,11
urban;2;0,2;25;noche;neblina;si;si;tarde;no;no;1;0,36
urban;2;0,76;35;luz;despejado;no;si;noche;si;si;2;0,24
autopista;4;0,49;45;luz;lluvioso;no;si;noche;no;si;1;0,27
autopista;4;0,5;70;poca_luz;neblina;si;no;mañana;no;si;2;0,4
urban;4;0,95;70;noche;despejado;si;si;tarde;si;no;3;0,81
rural;3;0,32;45;poca_luz;lluvioso;si;no;mañana;si;no;6;0,35
rural;3;0,38;60;luz;neblina;no;si;mañana;no;si;3;0,57
rural;3;0,59;35;noche;lluvioso;no;si;mañana;no;no;1;0,57
urban;4;0,34;25;luz;neblina;si;no;mañana;si;no;1;0,2
urban;1;0,83;45;luz;lluvioso;no;no;mañana;no;no;1;0,36
urban;3;0,55;60;luz;lluvioso;no;no;mañana;no;no;0;0,5
urban;1;0;35;luz;neblina;si;si;noche;no;si;2;0,07
autopista;2;0,32;25;noche;despejado;si;no;noche;no;no;0;0,22
urban;4;0,5;35;noche;despejado;si;no;tarde;si;no;2;0,35
rural;4;0,78;35;luz;neblina;no;si;tarde;no;no;0;0,4
autopista;2;0,74;70;poca_luz;neblina;si;no;mañana;no;no;0;0,59
rural;3;0,67;25;noche;despejado;no;no;tarde;no;no;1;0,36
urban;3;0,83;45;poca_luz;despejado;si;no;mañana;si;no;4;0,34
autopista;3;0,21;35;noche;lluvioso;si;si;mañana;si;si;0;0,3
urban;1;0,46;25;noche;neblina;no;si;tarde;no;no;6;0,58
autopista;2;0,54;70;noche;neblina;si;si;noche;si;si;0;0,69
rural;1;0,97;35;poca_luz;despejado;no;si;noche;no;si;3;0,46
urban;3;0,98;25;luz;despejado;si;si;tarde;si;si;3;0,45
urban;1;0,5;60;luz;despejado;si;si;tarde;si;no;2;0,31
autopista;2;0,14;60;poca_luz;neblina;si;no;noche;no;no;0;0,34
autopista;3;0,89;25;poca_luz;neblina;si;no;noche;si;no;2;0,33
urban;1;0,03;70;poca_luz;despejado;si;si;mañana;si;si;0;0,15
autopista;2;0,45;25;luz;despejado;si;si;mañana;si;no;4;0,26
urban;3;0,5;35;noche;lluvioso;no;no;noche;si;si;2;0,45
autopista;3;0,15;45;luz;lluvioso;no;si;mañana;si;si;2;0,15
rural;4;0,37;25;poca_luz;despejado;no;no;noche;si;si;4;0,18
autopista;3;0,67;35;noche;neblina;si;si;tarde;si;si;2;0,48
rural;4;0,7;60;poca_luz;despejado;no;si;mañana;si;no;2;0,36
autopista;3;0,78;25;luz;lluvioso;si;si;noche;si;si;1;0,31
autopista;1;0,57;25;poca_luz;neblina;no;no;mañana;si;no;1;0,23
urban;1;0,29;60;luz;neblina;si;si;noche;si;no;1;0,36
autopista;3;0,01;35;noche;despejado;no;no;mañana;si;si;3;0,36
autopista;3;0,61;45;noche;neblina;si;no;tarde;no;no;1;0,52
rural;4;0,56;60;luz;lluvioso;si;si;mañana;no;no;3;0,54
autopista;1;0,63;35;poca_luz;despejado;si;si;tarde;no;si;0;0,23
urban;1;0,93;35;poca_luz;neblina;no;no;noche;no;si;1;0,39
rural;3;0,24;35;luz;despejado;no;no;tarde;si;si;1;0,03
urban;4;0,71;70;noche;lluvioso;no;si;tarde;si;no;1;0,69
urban;3;0,2;45;poca_luz;lluvioso;si;no;noche;no;si;6;0,25
urban;1;0,79;70;noche;despejado;si;no;mañana;no;si;3;0,8
urban;1;0,03;70;noche;despejado;si;no;tarde;no;no;0;0,38
rural;1;0,27;35;poca_luz;neblina;si;si;noche;si;si;1;0,22
autopista;1;0,26;35;luz;lluvioso;no;no;mañana;no;no;0;0,18
urban;3;0,85;35;luz;neblina;no;no;mañana;no;si;0;0,38
rural;1;0,55;45;poca_luz;despejado;si;si;mañana;no;no;1;0,16
urban;3;0,41;25;luz;despejado;no;si;tarde;si;si;1;0,03
autopista;1;0,24;35;noche;despejado;no;no;tarde;no;no;1;0,29
rural;1;0,32;35;poca_luz;neblina;no;si;noche;si;si;5;0,38
rural;2;0,72;45;noche;lluvioso;no;si;mañana;no;si;0;0,66
autopista;4;0,85;45;poca_luz;lluvioso;si;no;mañana;no;no;1;0,41
rural;2;0,09;35;poca_luz;lluvioso;no;no;tarde;si;no;1;0,18
autopista;2;0,01;70;poca_luz;lluvioso;si;si;tarde;si;si;0;0,34
rural;1;0,55;60;poca_luz;neblina;si;si;mañana;si;no;0;0,47
rural;4;0,84;60;noche;neblina;si;si;mañana;no;no;1;0,74
autopista;2;0,02;60;noche;neblina;no;si;noche;si;si;0;0,53
autopista;2;0,58;70;luz;lluvioso;si;no;tarde;si;si;0;0,4
rural;3;0,81;70;noche;lluvioso;si;si;mañana;si;no;1;0,65
rural;4;0,11;60;luz;lluvioso;si;no;noche;si;si;0;0,35
autopista;2;0,36;60;noche;despejado;si;si;noche;si;no;0;0,46
autopista;2;0,1;70;noche;despejado;si;no;tarde;no;si;1;0,44
rural;3;0,04;60;luz;neblina;si;no;tarde;si;no;3;0,45
rural;1;0,49;45;noche;lluvioso;si;no;tarde;si;si;1;0,53
rural;2;0,66;35;poca_luz;neblina;no;si;mañana;no;si;3;0,41
autopista;4;0,92;45;luz;neblina;no;si;mañana;no;no;1;0,35
rural;3;0,31;60;noche;despejado;si;si;noche;si;no;1;0,58
urban;4;0,26;35;poca_luz;lluvioso;si;si;noche;no;si;0;0,24
autopista;4;0,62;35;poca_luz;despejado;si;no;tarde;si;si;0;0,21
rural;4;0,95;35;poca_luz;lluvioso;si;no;mañana;no;si;2;0,38
autopista;3;0,19;60;poca_luz;despejado;no;no;mañana;no;si;0;0,25
urban;4;0,12;25;noche;neblina;si;no;noche;si;no;0;0,25
autopista;2;0,84;25;noche;neblina;si;si;tarde;no;si;0;0,54
rural;3;0,13;70;noche;lluvioso;si;no;mañana;no;no;1;0,55
urban;2;0,44;45;noche;despejado;si;si;noche;si;si;4;0,44
urban;1;0,78;25;luz;despejado;no;si;noche;no;si;2;0,18
rural;2;0,38;60;luz;despejado;si;si;noche;no;no;1;0,3
rural;4;0,65;45;poca_luz;despejado;si;si;noche;no;si;1;0,17
rural;1;0,79;60;noche;lluvioso;si;si;noche;no;no;2;0,71
autopista;4;0,54;35;luz;lluvioso;no;no;tarde;si;no;2;0,22
autopista;3;0,2;45;luz;lluvioso;si;no;tarde;no;si;1;0,19
autopista;3;0,23;25;noche;lluvioso;si;no;noche;no;no;0;0,32
rural;1;0,98;70;luz;neblina;no;no;noche;no;no;1;0,61
rural;2;0,81;25;poca_luz;despejado;si;si;noche;no;no;1;0,21
autopista;4;0,32;45;noche;neblina;si;no;mañana;si;si;4;0,49
urban;2;0,18;35;poca_luz;despejado;no;no;noche;si;si;1;0,05
autopista;4;0,28;25;luz;neblina;si;si;mañana;no;si;2;0,13
urban;4;0,82;25;noche;despejado;si;no;tarde;no;no;2;0,35
rural;2;0,6;45;poca_luz;despejado;si;no;noche;si;si;0;0,29
rural;3;0,69;70;poca_luz;lluvioso;no;no;tarde;si;no;3;0,67
autopista;3;0,66;45;noche;neblina;si;si;tarde;si;si;2;0,39
autopista;1;0,85;25;noche;despejado;si;si;mañana;no;si;2;0,45
rural;2;0,99;70;poca_luz;lluvioso;si;no;mañana;si;no;0;0,72
autopista;3;0,63;45;poca_luz;despejado;si;si;tarde;si;no;3;0,32
rural;3;0,6;70;noche;despejado;no;si;mañana;si;si;3;0,7
rural;4;0,11;25;noche;lluvioso;no;no;mañana;si;si;1;0,42
urban;4;0,92;35;poca_luz;despejado;si;no;noche;no;no;0;0,18
autopista;3;0,06;25;luz;lluvioso;si;no;noche;si;si;2;0,19
rural;1;0,68;45;noche;neblina;si;no;tarde;no;no;3;0,48
autopista;3;0,74;45;poca_luz;lluvioso;no;si;mañana;si;no;1;0,25
urban;1;0,33;45;noche;despejado;no;no;mañana;no;no;3;0,41
urban;1;0,1;35;poca_luz;neblina;no;no;noche;si;no;2;0,17
autopista;4;0,42;60;luz;despejado;si;si;tarde;no;no;1;0,27
autopista;1;0,24;60;noche;despejado;si;si;tarde;no;si;4;0,59
rural;2;0,59;25;luz;neblina;si;no;tarde;no;no;2;0,26
urban;2;0,03;35;poca_luz;lluvioso;si;si;noche;no;si;2;0,09
urban;4;0,05;45;luz;neblina;no;si;noche;si;si;0;0,14
urban;3;0,57;60;noche;lluvioso;si;si;noche;no;no;4;0,77
autopista;2;0,14;60;luz;lluvioso;si;si;mañana;no;no;1;0,3
rural;2;0,36;25;noche;despejado;si;si;mañana;si;no;1;0,32
autopista;3;0,87;45;noche;neblina;no;si;noche;no;no;2;0,6
autopista;4;0,02;60;noche;neblina;si;no;tarde;no;si;1;0,55
autopista;1;0,15;45;luz;lluvioso;no;no;tarde;no;si;1;0,08
rural;1;0,91;35;luz;lluvioso;no;si;mañana;si;no;2;0,33
autopista;3;0,38;60;poca_luz;despejado;si;si;tarde;si;no;3;0,38
urban;3;0,37;25;poca_luz;despejado;si;si;tarde;no;no;1;0,12
urban;2;0,55;60;luz;lluvioso;no;no;tarde;si;no;2;0,5
urban;1;0,44;25;noche;despejado;no;no;noche;no;si;4;0,4
rural;4;0,77;60;noche;despejado;no;no;tarde;si;si;4;0,77
autopista;2;0,28;35;luz;neblina;si;si;noche;no;si;4;0,28
rural;1;0,15;25;poca_luz;neblina;si;si;tarde;si;si;1;0,16
autopista;4;0,55;60;poca_luz;lluvioso;no;si;tarde;no;si;0;0,45
urban;1;0,47;45;poca_luz;neblina;si;no;tarde;si;si;2;0,21
autopista;2;0,36;25;poca_luz;despejado;no;si;tarde;si;no;1;0,16
autopista;4;0,38;70;noche;despejado;si;no;noche;no;no;4;0,52
autopista;1;0,91;35;poca_luz;neblina;no;si;tarde;si;no;4;0,59
rural;1;0,79;35;poca_luz;despejado;si;no;noche;no;si;1;0,2
autopista;1;0,2;35;noche;lluvioso;si;no;mañana;no;no;1;0,31
autopista;2;0,44;45;noche;lluvioso;si;no;tarde;no;si;1;0,45
autopista;2;0,75;70;noche;lluvioso;si;no;mañana;si;no;2;0,79
rural;4;0,52;70;noche;lluvioso;no;no;mañana;no;si;3;0,7
rural;3;0,93;35;poca_luz;lluvioso;si;si;mañana;no;si;2;0,43
rural;1;0,71;60;noche;neblina;si;no;mañana;si;si;0;0,79
autopista;1;0,14;45;poca_luz;neblina;no;si;mañana;si;si;1;0,16
urban;1;0,4;45;poca_luz;lluvioso;no;si;noche;no;si;1;0,21
urban;2;0,86;60;noche;lluvioso;si;no;noche;no;si;0;0,7
urban;1;0,4;45;luz;neblina;si;si;noche;si;si;4;0,33
autopista;4;0,51;25;poca_luz;despejado;si;si;noche;si;si;0;0,05
urban;2;0,82;25;noche;despejado;si;si;mañana;si;no;0;0,46
urban;2;0,02;60;poca_luz;lluvioso;si;si;tarde;no;no;1;0,27
urban;2;0,08;70;luz;neblina;no;no;mañana;no;no;0;0,36
autopista;2;0,27;35;poca_luz;despejado;no;no;noche;no;no;1;0,03
urban;3;0,77;60;noche;neblina;no;si;tarde;si;no;3;0,82
urban;2;0,28;25;noche;neblina;si;no;mañana;si;si;1;0,35
autopista;3;0,41;60;luz;despejado;si;si;tarde;si;no;1;0,33
rural;2;0,34;35;poca_luz;neblina;si;si;noche;no;no;0;0,2
urban;2;0,8;45;poca_luz;neblina;si;si;mañana;no;no;1;0,29
rural;1;0,61;45;poca_luz;despejado;no;si;mañana;si;no;0;0,16
urban;2;0,22;25;poca_luz;despejado;si;no;noche;si;no;1;0,05
autopista;4;0,88;60;noche;despejado;no;no;mañana;no;no;1;0,71
rural;4;0,01;70;luz;despejado;si;no;mañana;si;no;0;0,21
rural;4;0,42;35;poca_luz;neblina;no;no;noche;no;no;1;0,31
rural;1;0,8;45;luz;neblina;no;no;mañana;no;no;1;0,36
rural;2;0,46;70;luz;neblina;si;no;tarde;no;si;2;0,42
urban;4;0,28;25;poca_luz;despejado;no;si;noche;no;si;0;0,07
urban;4;0,92;45;noche;neblina;no;no;noche;no;si;2;0,58
rural;4;0,67;45;noche;lluvioso;no;no;tarde;no;no;3;0,59
urban;3;0,54;25;noche;despejado;no;si;tarde;si;no;1;0,3
rural;3;0,93;35;poca_luz;despejado;si;no;mañana;no;no;2;0,23
rural;3;0,91;70;poca_luz;lluvioso;si;no;mañana;no;si;1;0,56
autopista;4;0,35;25;poca_luz;neblina;si;si;tarde;no;si;2;0,24
rural;4;0,35;70;noche;lluvioso;no;si;mañana;no;si;0;0,6
urban;2;0,29;25;noche;lluvioso;no;no;mañana;si;si;1;0,3
rural;4;0,28;60;luz;lluvioso;no;no;tarde;no;no;0;0,47
autopista;4;0,14;70;luz;neblina;si;si;noche;si;si;2;0,36
urban;4;0,64;25;poca_luz;neblina;no;si;tarde;si;si;4;0,36
autopista;4;0,3;60;noche;lluvioso;no;si;tarde;si;no;3;0,59
autopista;1;0,45;35;luz;lluvioso;si;no;tarde;si;no;0;0,21
rural;2;0,48;45;noche;despejado;si;si;tarde;no;si;1;0,3
autopista;4;0,67;25;noche;despejado;no;si;mañana;no;si;0;0,47
autopista;1;0,83;35;poca_luz;despejado;si;no;noche;si;si;2;0,25
urban;3;0,97;60;luz;neblina;no;si;noche;no;no;1;0,54
autopista;1;0,44;35;noche;neblina;no;no;noche;si;si;0;0,45
rural;3;0,85;60;noche;lluvioso;si;no;tarde;si;si;1;0,75
rural;1;0,53;70;luz;despejado;no;no;noche;si;si;5;0,45
rural;1;0,93;70;luz;lluvioso;si;no;mañana;no;si;1;0,6
autopista;1;0,76;60;luz;lluvioso;no;si;noche;si;si;2;0,53
urban;3;0,69;60;poca_luz;despejado;no;si;tarde;si;no;2;0,42
rural;3;0,42;60;noche;lluvioso;no;si;tarde;si;si;2;0,54
autopista;3;0,3;35;poca_luz;despejado;si;no;tarde;no;no;1;0,15
rural;4;0,81;60;noche;lluvioso;si;no;noche;no;no;3;0,83
rural;3;0,58;60;poca_luz;despejado;no;si;noche;si;si;0;0,34
urban;1;0,08;70;noche;despejado;si;si;mañana;no;si;2;0,4
rural;3;0,44;70;noche;lluvioso;si;si;tarde;si;si;3;0,71
urban;2;0,15;25;poca_luz;despejado;si;si;tarde;no;no;2;0,12
autopista;4;0,03;35;poca_luz;neblina;no;no;noche;no;no;1;0,2
rural;1;0,99;45;noche;neblina;si;no;mañana;no;no;1;0,69
autopista;2;0,54;70;noche;lluvioso;no;si;mañana;si;no;5;0,78
autopista;3;0,81;35;poca_luz;despejado;si;no;noche;si;si;1;0,23
autopista;1;0,45;35;luz;despejado;si;si;mañana;no;no;1;0,13
rural;3;0,64;35;noche;lluvioso;si;no;tarde;no;si;3;0,6
urban;1;0,99;70;noche;despejado;no;no;mañana;no;no;2;0,66
rural;4;0,65;35;luz;lluvioso;si;si;tarde;si;no;0;0,35
autopista;1;0,16;60;noche;neblina;no;no;mañana;no;no;1;0,65
urban;3;0,79;45;noche;despejado;si;si;noche;si;no;3;0,59
autopista;3;0,93;45;luz;lluvioso;no;no;mañana;si;si;3;0,55
urban;1;0,32;45;noche;lluvioso;no;no;noche;no;no;0;0,42
rural;2;0,22;45;poca_luz;neblina;no;si;mañana;si;no;2;0,08
urban;4;0,26;45;noche;neblina;si;si;noche;si;si;0;0,41
rural;1;0,17;70;luz;neblina;si;si;tarde;si;no;1;0,31
autopista;4;0,21;45;luz;lluvioso;si;no;mañana;no;si;1;0,17
urban;3;0,69;25;noche;lluvioso;si;no;mañana;si;si;1;0,46
autopista;4;0,37;45;luz;lluvioso;no;no;tarde;no;si;0;0,29
urban;4;0,89;60;noche;despejado;si;no;tarde;no;no;1;0,66
rural;3;0,36;45;noche;despejado;no;no;noche;si;no;0;0,35
urban;4;0,92;25;luz;lluvioso;si;si;mañana;si;si;1;0,37
urban;2;0,13;60;noche;lluvioso;no;si;mañana;no;si;0;0,58
rural;2;0,03;45;luz;despejado;si;no;noche;no;si;0;0,05
rural;1;0,78;45;noche;neblina;no;no;mañana;no;si;2;0,53
rural;1;0,77;35;luz;neblina;si;si;tarde;si;si;0;0,34
urban;2;0,7;70;luz;neblina;no;si;tarde;si;si;1;0,53
autopista;1;0,42;60;poca_luz;neblina;no;no;mañana;si;si;3;0,47
urban;4;0,2;60;noche;neblina;si;no;mañana;si;no;2;0,58
urban;3;0,23;60;poca_luz;lluvioso;si;no;mañana;si;no;4;0,48
autopista;1;0,8;45;luz;neblina;no;no;mañana;si;no;1;0,37
rural;1;0,94;25;poca_luz;neblina;si;no;mañana;si;no;0;0,33
urban;2;0,95;35;noche;neblina;no;no;mañana;si;no;1;0,67
autopista;3;0,37;25;poca_luz;neblina;si;si;mañana;si;no;3;0,3
rural;1;0,65;45;noche;neblina;si;no;noche;si;no;0;0,58
rural;1;0,31;70;poca_luz;despejado;si;no;noche;si;no;1;0,33
urban;3;0,85;45;poca_luz;lluvioso;si;no;noche;no;si;3;0,52
rural;3;0,59;70;poca_luz;lluvioso;no;si;tarde;si;no;1;0,47
rural;3;0,86;70;noche;despejado;no;si;tarde;no;si;1;0,61
autopista;1;0,75;70;noche;despejado;no;no;noche;no;si;1;0,7
autopista;2;0,25;35;luz;neblina;si;si;noche;no;si;2;0,12
rural;4;0,03;70;noche;lluvioso;si;no;tarde;no;no;1;0,64
autopista;1;0,98;35;poca_luz;neblina;no;si;noche;si;no;1;0,33
rural;1;0,45;70;poca_luz;despejado;si;si;noche;si;si;1;0,36
urban;3;0,27;25;poca_luz;despejado;no;si;noche;si;si;2;0,08
autopista;3;0,81;35;poca_luz;neblina;si;no;noche;si;no;1;0,32
rural;4;0,17;35;poca_luz;lluvioso;no;no;mañana;si;no;1;0,2
rural;1;0,51;25;noche;neblina;si;no;tarde;si;no;2;0,43
autopista;3;0,42;70;noche;despejado;si;no;mañana;no;si;2;0,54
autopista;1;0,13;45;noche;lluvioso;no;si;noche;si;no;0;0,32
urban;3;0,68;70;poca_luz;despejado;no;si;mañana;no;si;2;0,42
rural;4;0,88;25;poca_luz;lluvioso;si;no;tarde;no;si;2;0,38
urban;2;0,93;25;luz;despejado;si;si;noche;si;no;3;0,29
urban;4;0,56;45;noche;lluvioso;no;no;tarde;si;si;3;0,48
urban;1;0,01;45;poca_luz;despejado;no;si;noche;no;no;2;0
autopista;1;0,39;45;poca_luz;despejado;si;si;tarde;no;no;2;0,13
urban;3;0,55;25;noche;lluvioso;si;si;tarde;no;no;1;0,56
autopista;1;0,97;25;luz;despejado;si;si;tarde;no;si;2;0,28
autopista;1;0,44;70;luz;despejado;no;no;tarde;si;no;0;0,34
urban;1;0,35;70;poca_luz;neblina;si;no;tarde;si;no;4;0,46
urban;3;0,92;25;poca_luz;neblina;no;no;mañana;no;no;2;0,29
rural;4;0,44;25;poca_luz;neblina;si;no;tarde;si;no;4;0,25
urban;3;0,96;45;luz;neblina;no;no;noche;no;si;3;0,42
rural;1;0,32;70;luz;lluvioso;no;no;tarde;no;si;1;0,37
urban;2;0,75;60;luz;despejado;si;no;tarde;no;no;3;0,52
urban;2;0,84;70;poca_luz;despejado;si;si;tarde;no;si;2;0,51
urban;4;0,89;25;noche;neblina;si;si;mañana;si;si;2;0,59
urban;4;0,3;35;noche;despejado;no;no;mañana;si;no;3;0,3
rural;4;0,98;25;luz;despejado;no;si;mañana;no;no;0;0,3
rural;4;0,74;70;noche;despejado;no;si;noche;si;no;1;0,6
urban;4;0,15;70;noche;despejado;si;no;noche;no;si;0;0,47
urban;1;0,76;25;luz;neblina;si;si;tarde;si;si;3;0,41
rural;2;0,83;45;noche;despejado;no;si;tarde;no;si;0;0,53
autopista;1;0,18;60;noche;lluvioso;si;si;tarde;si;si;1;0,53
autopista;4;0,17;45;poca_luz;lluvioso;no;si;tarde;si;no;0;0,16
autopista;3;0,13;35;poca_luz;lluvioso;no;no;noche;si;no;2;0,15
rural;2;0,5;25;poca_luz;lluvioso;no;no;tarde;si;no;1;0,31
rural;2;0,72;45;luz;neblina;no;si;tarde;no;si;3;0,39
autopista;1;0,38;45;noche;neblina;si;no;noche;no;no;0;0,5
autopista;1;0,06;60;noche;neblina;no;no;noche;si;no;0;0,57
urban;3;0,36;35;noche;neblina;no;no;noche;si;si;1;0,52
rural;2;0,7;70;luz;despejado;si;si;tarde;si;no;2;0,45
rural;2;0,1;60;luz;lluvioso;si;si;mañana;no;no;2;0,3
autopista;2;0,56;25;luz;neblina;no;no;tarde;si;si;0;0,26
autopista;4;0,6;25;luz;lluvioso;no;si;tarde;no;no;4;0,36
rural;2;0,65;60;noche;lluvioso;si;si;mañana;si;si;3;0,77
urban;1;0,35;25;noche;lluvioso;no;no;noche;no;no;3;0,51
autopista;3;0,93;25;poca_luz;lluvioso;si;no;tarde;si;no;3;0,45
rural;4;0,99;70;luz;neblina;no;si;noche;no;si;0;0,62
rural;4;0,84;60;poca_luz;neblina;si;no;tarde;si;si;3;0,65
urban;2;0,11;70;poca_luz;neblina;no;si;noche;si;si;1;0,29
urban;3;0,27;35;noche;neblina;no;no;tarde;no;si;1;0,38
autopista;1;0,2;60;noche;neblina;no;no;tarde;no;no;0;0,58
autopista;1;0,05;45;noche;despejado;si;no;tarde;si;si;0;0,26
autopista;1;0,9;60;luz;lluvioso;si;no;noche;si;no;5;0,59
rural;3;0,19;25;noche;lluvioso;no;si;mañana;no;si;1;0,32
autopista;3;0,38;70;poca_luz;despejado;no;si;tarde;si;si;1;0,25
rural;2;0,38;70;luz;despejado;no;no;mañana;no;si;1;0,31
autopista;3;0,78;45;noche;neblina;si;no;tarde;no;si;0;0,6
urban;3;0,45;60;noche;neblina;no;no;mañana;si;no;1;0,67
urban;2;0,37;25;luz;lluvioso;no;si;tarde;si;si;2;0,28
rural;4;0,27;25;noche;neblina;si;si;mañana;si;no;2;0,3
urban;1;0,53;45;noche;neblina;no;si;noche;si;si;1;0,49
rural;4;0,11;25;poca_luz;despejado;si;no;mañana;no;no;2;0,03
rural;1;0,62;35;luz;neblina;no;no;tarde;no;no;2;0,24
urban;4;0,82;70;poca_luz;lluvioso;si;no;mañana;no;si;1;0,54
rural;3;0,93;45;noche;despejado;no;si;tarde;no;no;0;0,55
urban;4;0,63;45;luz;neblina;si;si;noche;no;no;1;0,2
autopista;4;0,82;25;noche;neblina;no;si;tarde;si;si;3;0,58
autopista;2;0,23;70;luz;despejado;si;si;mañana;no;si;0;0,28
urban;3;0,51;70;poca_luz;despejado;si;si;tarde;no;no;1;0,42
urban;3;0,28;70;poca_luz;neblina;si;no;mañana;no;no;1;0,42
urban;1;1;45;luz;despejado;si;no;noche;si;si;1;0,27
urban;2;0,38;35;luz;neblina;no;si;tarde;si;no;3;0,34
autopista;3;0,22;45;poca_luz;neblina;si;si;tarde;si;no;2;0,03
rural;4;0,77;35;luz;neblina;si;si;tarde;si;no;0;0,33
rural;4;0,46;60;noche;lluvioso;no;si;mañana;no;si;1;0,62
autopista;4;0,13;45;noche;lluvioso;no;si;tarde;no;si;0;0,36
rural;3;0,79;70;poca_luz;despejado;no;no;mañana;si;si;1;0,47
autopista;3;0,48;25;luz;neblina;no;si;noche;no;si;1;0,19
rural;1;0,79;60;luz;lluvioso;no;si;tarde;si;no;1;0,47
urban;1;0,75;35;poca_luz;neblina;no;si;tarde;no;si;2;0,28
urban;3;0,57;70;poca_luz;neblina;no;si;mañana;no;no;1;0,51
urban;4;0,72;25;poca_luz;despejado;no;si;mañana;si;si;0;0,31
autopista;2;0,86;25;luz;lluvioso;no;si;mañana;no;no;0;0,42
autopista;1;0,45;45;poca_luz;neblina;no;si;noche;si;si;2;0,14
rural;3;0,96;25;noche;despejado;no;si;noche;no;si;0;0,52
rural;4;0,18;35;noche;lluvioso;si;si;mañana;no;si;1;0,35
rural;1;0,97;35;poca_luz;neblina;no;no;mañana;si;si;3;0,46
autopista;1;0,23;25;poca_luz;neblina;si;no;tarde;si;no;2;0,15
rural;3;0,51;25;luz;lluvioso;si;si;mañana;no;no;2;0,21
urban;4;0,47;35;luz;lluvioso;no;si;tarde;no;si;0;0,21
rural;1;0,06;70;luz;lluvioso;no;si;tarde;no;no;1;0,36
urban;1;0,19;60;poca_luz;neblina;no;si;tarde;si;no;0;0,45
autopista;3;0,83;25;luz;despejado;si;si;noche;si;si;1;0,24
urban;1;0,28;25;noche;lluvioso;si;si;tarde;no;no;3;0,44
urban;3;0,01;45;luz;neblina;si;si;tarde;si;no;1;0,19
urban;3;0,82;45;poca_luz;neblina;si;no;noche;si;no;2;0,34
autopista;3;0,95;25;luz;neblina;no;si;tarde;si;si;2;0,31
autopista;1;0,53;35;poca_luz;lluvioso;no;no;noche;si;si;0;0,26
autopista;2;0,6;70;noche;despejado;no;si;noche;si;no;0;0,61
autopista;4;0,11;60;noche;lluvioso;si;si;noche;si;si;0;0,55
rural;4;0,95;25;noche;neblina;no;si;tarde;no;no;1;0,6
autopista;4;0,21;60;noche;despejado;no;si;mañana;no;no;1;0,42
urban;2;0,55;35;poca_luz;despejado;si;si;noche;si;si;2;0,18
autopista;1;0,97;45;poca_luz;lluvioso;no;no;mañana;no;no;1;0,36
rural;1;0,45;45;poca_luz;despejado;no;si;noche;si;no;2;0,17
rural;4;0,09;45;noche;neblina;no;si;noche;no;si;1;0,29
rural;3;0,22;70;luz;lluvioso;no;si;mañana;si;no;2;0,4
urban;4;0,07;35;poca_luz;neblina;no;si;tarde;si;si;2;0,14
autopista;2;0,4;45;noche;neblina;si;no;tarde;si;no;1;0,42
autopista;2;0,59;25;luz;despejado;no;si;tarde;no;si;0;0,09
autopista;1;0,45;60;luz;lluvioso;no;no;noche;si;si;2;0,43
urban;3;0,34;60;noche;lluvioso;no;no;mañana;si;no;0;0,61
urban;1;0,17;70;noche;lluvioso;si;no;noche;no;no;2;0,57
rural;1;0,7;25;poca_luz;neblina;no;si;noche;no;si;2;0,26
rural;2;0,96;35;poca_luz;lluvioso;si;no;noche;no;si;0;0,39
autopista;1;0,33;25;noche;neblina;no;si;mañana;si;si;0;0,5
urban;2;0,52;35;noche;lluvioso;no;si;noche;no;si;1;0,49
urban;1;0,17;60;poca_luz;lluvioso;si;si;noche;no;no;2;0,39
autopista;2;0,07;70;luz;lluvioso;si;si;mañana;no;si;2;0,3
autopista;2;0,17;70;luz;despejado;si;no;mañana;si;no;3;0,37
rural;4;0,09;35;luz;despejado;si;no;mañana;si;no;0;0,03
rural;2;0,62;45;luz;despejado;si;si;noche;si;no;3;0,29
rural;2;0,66;35;noche;lluvioso;si;si;noche;no;si;0;0,39
autopista;3;1;35;luz;despejado;no;si;tarde;si;si;0;0,35
autopista;2;0,99;35;luz;lluvioso;no;si;noche;si;si;2;0,44
rural;3;0,44;45;noche;lluvioso;no;no;mañana;no;no;1;0,47
rural;3;0,23;70;noche;despejado;no;no;tarde;si;si;2;0,6
urban;1;0,49;70;poca_luz;neblina;no;no;tarde;no;si;1;0,44
urban;2;0,9;45;noche;lluvioso;no;no;mañana;si;no;1;0,64
rural;1;0,68;70;poca_luz;neblina;si;si;tarde;si;si;2;0,5
rural;1;0,62;25;luz;neblina;si;no;mañana;si;no;3;0,43
urban;2;0,7;35;noche;lluvioso;si;si;tarde;no;no;0;0,49
rural;2;0,15;25;noche;despejado;no;si;noche;no;si;1;0,29
urban;4;0,38;70;noche;lluvioso;no;no;tarde;no;si;2;0,58
